日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20240229,7291,日本プラスト,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20240229,7292,村上開明堂,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7294,ヨロズ,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20240229,7296,エフ・シー・シー,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,6,TOPIX Small 1
20240229,7297,カーメイト,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7299,フジオーゼックス,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7305,新家工業,スタンダード（内国株式）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20240229,7309,シマノ,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,2,TOPIX Large70
20240229,7313,テイ・エス　テック,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,4,TOPIX Mid400
20240229,7314,小田原機器,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7315,ＩＪＴＴ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7317,松屋アールアンドディ,グロース（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7318,セレンディップ・ホールディングス,グロース（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7320,日本リビング保証,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20240229,7322,三十三フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20240229,7325,アイリックコーポレーション,グロース（内国株式）,7150,保険業,16,金融（除く銀行）,-,-
20240229,7326,ＳＢＩインシュアランスグループ,グロース（内国株式）,7150,保険業,16,金融（除く銀行）,-,-
20240229,7327,第四北越フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20240229,7330,レオス・キャピタルワークス,グロース（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20240229,7337,ひろぎんホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20240229,7338,インヴァスト,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20240229,7342,ウェルスナビ,グロース（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20240229,7343,ブロードマインド,グロース（内国株式）,7150,保険業,16,金融（除く銀行）,-,-
20240229,7345,アイ・パートナーズフィナンシャル,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20240229,7347,マーキュリアホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20240229,7350,おきなわフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20240229,7351,グッドパッチ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7352,ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7353,ＫＩＹＯラーニング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7354,ダイレクトマーケティングミックス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,7355,一寸房,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7356,Ｒｅｔｔｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7357,ジオコード,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7358,ポピンズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,7359,東京通信グループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7360,オンデック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7361,ヒューマンクリエイションホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7362,Ｔ．Ｓ．Ｉ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7363,ベビーカレンダー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7364,琉球アスティーダスポーツクラブ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7366,ＬＩＴＡＬＩＣＯ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20240229,7367,セルム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7368,表示灯,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7369,メイホーホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7370,Ｅｎｊｉｎ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7371,Ｚｅｎｋｅｎ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7372,デコルテ・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7373,アイドマ・ホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7374,コンフィデンス・インターワークス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,7375,リファインバースグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7376,ＢＣＣ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7377,ＤＮホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7378,アシロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7379,サーキュレーション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7380,十六フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20240229,7381,北國フィナンシャルホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20240229,7383,ネットプロテクションズホールディングス,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,7,TOPIX Small 2
20240229,7384,プロクレアホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20240229,7386,ジャパンワランティサポート,グロース（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20240229,7388,ＦＰパートナー,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,7,TOPIX Small 2
20240229,7389,あいちフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20240229,7399,ナンシン,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7408,ジャムコ,プライム（内国株式）,3700,輸送用機器,6,自動車・輸送機,7,TOPIX Small 2
20240229,7409,ＡｅｒｏＥｄｇｅ,グロース（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7412,アトム,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7413,創健社,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7414,小野建,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7416,はるやまホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7417,南陽,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7419,ノジマ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7420,佐鳥電機,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7421,カッパ・クリエイト,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7422,東邦レマック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7425,初穂商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7426,山大,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7427,エコートレーディング,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7433,伯東,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7434,オータケ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7435,ナ・デックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7438,コンドーテック,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7442,中山福,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7443,横浜魚類,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7444,ハリマ共和物産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7445,ライトオン,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7446,東北化学薬品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7447,ナガイレーベン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7450,サンデー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7451,三菱食品,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7453,良品計画,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,7455,パリミキホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7456,松田産業,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7458,第一興商,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20240229,7459,メディパルホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20240229,7460,ヤギ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7461,キムラ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7462,ＣＡＰＩＴＡ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7463,アドヴァングループ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7464,セフテック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7466,ＳＰＫ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7467,萩原電気ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7472,鳥羽洋行,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7475,アルビス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7476,アズワン,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20240229,7477,ムラキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7480,スズデン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7481,尾家産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7482,シモジマ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7483,ドウシシャ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7486,サンリン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7487,小津産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7490,日新商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7494,コナカ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7500,西川計測,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7501,ティムコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7502,プラザホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7504,高速,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7505,扶桑電通,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7506,ハウス　オブ　ローゼ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7508,Ｇ‐７ホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7509,アイエーグループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7510,たけびし,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7512,イオン北海道,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7513,コジマ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7514,ヒマラヤ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7515,マルヨシセンター,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7516,コーナン商事,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7518,ネットワンシステムズ,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4,TOPIX Mid400
20240229,7520,エコス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7521,ムサシ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7522,ワタミ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7523,アールビバン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7524,マルシェ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7525,リックス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7527,システムソフト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,7531,清和中央ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7532,パン・パシフィック・インターナショナルホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,7537,丸文,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7538,大水,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7539,アイナボホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7544,スリーエフ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7545,西松屋チェーン,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7550,ゼンショーホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,7551,ウェッズ,スタンダード（内国株式）,3700,輸送用機器,6,自動車・輸送機,-,-
20240229,7552,ハピネット,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7554,幸楽苑ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7555,大田花き,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7559,ジーエフシー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7561,ハークスレイ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7562,安楽亭,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7564,ワークマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7565,萬世電機,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7567,栄電子,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7570,橋本総業ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7571,ヤマノホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7575,日本ライフライン,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7578,ニチリョク,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7581,サイゼリヤ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7585,かんなん丸,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7590,タカショー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7593,ＶＴホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7595,アルゴグラフィックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20240229,7596,魚力,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7599,ＩＤＯＭ,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7600,日本エム・ディ・エム,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7601,ポプラ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7602,カーチスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7603,マックハウス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7604,梅の花,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7605,フジ・コーポレーション,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7606,ユナイテッドアローズ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7607,進和,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7608,エスケイジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7609,ダイトロン,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7610,テイツー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7611,ハイデイ日高,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7613,シークス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20240229,7614,オーエムツーネットワーク,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7615,ＹＵ－ＷＡ　Ｃｒｅａｔｉｏｎ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7616,コロワイド,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,7619,田中商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7621,うかい,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7623,サンオータス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7624,ＮａＩＴＯ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7625,グローバルダイニング,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7628,オーハシテクニカ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7630,壱番屋,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20240229,7634,星医療酸器,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7635,杉田エース,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7636,ハンズマン,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7637,白銅,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7638,ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7640,トップカルチャー,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7643,ダイイチ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7646,ＰＬＡＮＴ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7647,音通,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20240229,7649,スギホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20240229,7670,オーウエル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7673,ダイコー通産,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20240229,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,7676,グッドスピード,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,7677,ヤシマキザイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7678,あさくま,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7679,薬王堂ホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20240229,7680,軽自動車館,PRO Market,6100,小売業,14,小売,-,-
20240229,7681,レオクラン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7682,浜木綿,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7683,ダブルエー,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,7685,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7686,カクヤスグループ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7687,ミクリード,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7689,コパ・コーポレーション,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7690,カレント自動車,PRO Market,6050,卸売業,13,商社・卸売,-,-
20240229,7691,Ｃ　Ｃｈａｎｎｅｌ,PRO Market,6100,小売業,14,小売,-,-
20240229,7692,アースインフィニティ,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20240229,7693,北海道歯科産業,PRO Market,6050,卸売業,13,商社・卸売,-,-
20240229,7694,いつも,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,7695,交換できるくん,グロース（内国株式）,6100,小売業,14,小売,-,-
20240229,7698,アイスコ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7699,オムニ・プラス・システム・リミテッド　ＪＤＲ,グロース（外国株式）,6050,卸売業,13,商社・卸売,-,-
20240229,7701,島津製作所,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7702,ＪＭＳ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7705,ジーエルサイエンス,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7707,プレシジョン・システム・サイエンス,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7709,クボテック,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7711,助川電気工業,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7713,シグマ光機,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7715,長野計器,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7716,ナカニシ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7717,ブイ・テクノロジー,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7718,スター精密,プライム（内国株式）,3600,機械,8,機械,6,TOPIX Small 1
20240229,7719,東京衡機,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7721,東京計器,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7722,国際計測器,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7723,愛知時計電機,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7725,インターアクション,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7726,黒田精工,スタンダード（内国株式）,3600,機械,8,機械,-,-
20240229,7727,オーバル,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7729,東京精密,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7730,マニー,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7731,ニコン,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7732,トプコン,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7733,オリンパス,プライム（内国株式）,3750,精密機器,9,電機・精密,2,TOPIX Large70
20240229,7734,理研計器,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7735,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240229,7739,キヤノン電子,プライム（内国株式）,3650,電気機器,9,電機・精密,6,TOPIX Small 1
20240229,7740,タムロン,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7741,ＨＯＹＡ,プライム（内国株式）,3750,精密機器,9,電機・精密,1,TOPIX Core30
20240229,7743,シード,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7744,ノーリツ鋼機,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7745,Ａ＆Ｄホロンホールディングス,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7746,岡本硝子,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7747,朝日インテック,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7749,メディキット,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7751,キヤノン,プライム（内国株式）,3650,電気機器,9,電機・精密,2,TOPIX Large70
20240229,7752,リコー,プライム（内国株式）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20240229,7760,ＩＭＶ,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7762,シチズン時計,プライム（内国株式）,3750,精密機器,9,電機・精密,6,TOPIX Small 1
20240229,7769,リズム,プライム（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7771,日本精密,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7774,ジャパン・ティッシュエンジニアリング,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7775,大研医器,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7776,セルシード,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7777,スリー・ディー・マトリックス,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7779,ＣＹＢＥＲＤＹＮＥ,グロース（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7780,メニコン,プライム（内国株式）,3750,精密機器,9,電機・精密,4,TOPIX Mid400
20240229,7781,平山ホールディングス,スタンダード（内国株式）,3750,精密機器,9,電機・精密,-,-
20240229,7782,シンシア,スタンダード（内国株式）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20240229,7790,バルコス,PRO Market,3800,その他製品,10,情報通信・サービスその他,-,-
20240229,7791,ドリームベッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20240229,7792,コラントッテ,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20240229,7793,イメージ・マジック,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
20240229,7794,イーディーピー,グロース（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
